A Number,B Number,Date Time,Duration (sec),Call Type,Tower ID,IMEI,IMSI,Operator Name,Lat,Lng
+91980005802,+91800010977,2025-09-05 18:07:47,74,IN,JIO-CHD-002,354809100000392,404000000444464,JIO,30.7420,76.7880
+91850003325,+91850010197,2025-09-05 10:08:23,442,IN,JIO-CHD-HOME,354809100000252,404000000286084,JIO,30.7280,76.7750
+91700001246,+91990010724,2025-09-06 00:52:16,97,OUT,JIO-CHD-004,354809100000007,404000000008919,VI,30.7190,76.7620
+91980005802,+91800000604,2025-09-05 11:44:28,20,SMS,BSNL-JAL-001,354809100000392,404000000444464,JIO,30.9530,75.5730
+91980003026,+91700008195,2025-09-05 05:58:10,355,IN,JIO-CHD-002,354809100000364,404000000412788,Airtel,30.7420,76.7880
+91850009946,+91990002040,2025-09-05 14:19:31,116,OUT,JIO-PTK-001,354809100000315,404000000357355,JIO,31.3260,75.5760
+91800000604,+91800009709,2025-09-05 05:46:10,640,SMS,Airtel-AMB-001,354809100000112,404000000127704,VI,30.5200,76.6600
+91700003938,+91850002678,2025-09-06 01:26:53,83,SMS,JIO-CHD-006,354809104519999,404000000040595,JIO,30.6940,76.7270
+91990008835,+91700010834,2025-09-05 15:44:33,35,OUT,BSNL-JAL-001,354809100000532,404000000602844,JIO,30.9530,75.5730
+91980000676,+91700005168,2025-09-05 03:38:32,5,IN,Airtel-AMB-001,354809100000336,404000000381112,JIO,30.5200,76.6600
+91990005283,+91700003099,2025-09-05 05:16:39,62,IN,Airtel-LDH-001,354809100000497,404000000563249,BSNL,30.9120,75.8530
+91700001246,+91700003099,2025-09-05 04:45:06,23,OUT,Airtel-LDH-002,354809100000007,404000000008919,VI,30.9250,75.8640
+91980001661,+91800004739,2025-09-05 21:48:33,1930,SMS,VI-PTA-001,354809100000343,404000000389031,JIO,30.3750,76.7820
+91700003938,+91980009677,2025-09-05 22:58:04,51,SMS,BSNL-JAL-001,354809104519999,404000000040595,JIO,30.9530,75.5730
+91850001457,+91700010834,2025-09-06 01:40:57,53,SMS,BSNL-HSP-001,354809100000231,404000000262327,JIO,31.1050,75.7040
+91980000676,+91850010197,2025-09-05 06:41:45,111,SMS,JIO-CHD-003,354809100000336,404000000381112,JIO,30.7510,76.8010
+91990003649,+91800002085,2025-09-05 22:48:17,1379,OUT,JIO-LDH-001,354809100000483,404000000547411,JIO,30.8890,75.8210
+91850002311,+91990005283,2025-09-05 02:08:54,26,SMS,JIO-CHD-004,354809100000238,404000000270246,Airtel,30.7190,76.7620
+91980000676,+91980004311,2025-09-05 04:14:28,87,OUT,JIO-CHD-MEET,354809100000336,404000000381112,JIO,30.7380,76.7830
+91700001246,+91700001246,2025-09-05 07:56:15,45,IN,JIO-CHD-MEET,354809100000007,404000000008919,VI,30.7380,76.7830
+91700006802,+91980010398,2025-09-05 11:55:57,86,OUT,JIO-CHD-HOME,354809100000063,404000000072271,Airtel,30.7280,76.7750
+91980002950,+91850002311,2025-09-05 12:53:33,72,SMS,JIO-CHD-005,354809100000357,404000000404869,Airtel,30.7050,76.7450
+91990010724,+91980005802,2025-09-05 03:49:02,31,OUT,BSNL-JAL-001,354809100000553,404000000626601,Airtel,30.9530,75.5730
+91700007836,+91990005690,2025-09-05 15:23:30,42,OUT,JIO-PTK-001,354809104512345,404000000080190,JIO,31.3260,75.5760
+91800009044,+91850002311,2025-09-05 17:06:46,39,IN,Airtel-LDH-002,354809100000196,404000000222732,JIO,30.9250,75.8640
+91980000676,+91980010398,2025-09-05 06:37:37,8,IN,JIO-CHD-004,354809100000336,404000000381112,JIO,30.7190,76.7620
+91800000604,+91980004860,2025-09-05 09:36:20,64,IN,JIO-CHD-005,354809100000112,404000000127704,VI,30.7050,76.7450
+91980005802,+91800009044,2025-09-05 17:51:53,58,OUT,JIO-PHR-001,354809100000392,404000000444464,JIO,31.0150,75.3480
+91850003325,+91800004861,2025-09-05 08:09:51,624,IN,JIO-CHD-HOME,354809100000252,404000000286084,JIO,30.7280,76.7750
+91980006818,+91700001883,2025-09-05 19:34:07,108,OUT,BSNL-JAL-001,354809100000399,404000000452383,JIO,30.9530,75.5730
+91990008835,+91700005350,2025-09-05 12:28:34,82,IN,JIO-CHD-006,354809100000532,404000000602844,JIO,30.6940,76.7270
+91800002085,+91990007475,2025-09-05 15:17:27,83,IN,JIO-CHD-003,354809100000119,404000000135623,JIO,30.7510,76.8010
+91800009044,+91980004860,2025-09-05 17:05:34,89,OUT,JIO-CHD-003,354809100000196,404000000222732,JIO,30.7510,76.8010
+91700000306,+91700010834,2025-09-05 18:36:29,88,IN,JIO-CHD-HOME,354809100000000,404000000001000,JIO,30.7280,76.7750
+91700001883,+91980001895,2025-09-06 00:38:50,164,OUT,Airtel-LDH-001,354809100000014,404000000016838,JIO,30.9120,75.8530
+91800004861,+91990009579,2025-09-05 09:01:45,7,IN,JIO-PTK-001,354809100000154,404000000175218,BSNL,31.3260,75.5760
+91700006802,+91990008369,2025-09-05 14:19:33,29,IN,JIO-CHD-MEET,354809100000063,404000000072271,Airtel,30.7380,76.7830
+91700003099,+91980005647,2025-09-05 09:36:13,18,OUT,JIO-CHD-002,354809100000021,404000000024757,JIO,30.7420,76.7880
+91700010526,+91700006802,2025-09-05 16:33:50,47,OUT,JIO-PTK-001,354809100000098,404000000111866,JIO,31.3260,75.5760
+91850003325,+91850011508,2025-09-05 08:35:58,644,OUT,JIO-CHD-006,354809100000252,404000000286084,JIO,30.6940,76.7270
+91850006926,+91990005106,2025-09-05 05:28:56,2,IN,BSNL-HSP-001,354809100000287,404000000325679,JIO,31.1050,75.7040
+91800002085,+91850004460,2025-09-05 10:56:55,14,OUT,JIO-PHR-001,354809100000119,404000000135623,JIO,31.0150,75.3480
+91990001551,+91980005647,2025-09-05 15:39:08,101,OUT,BSNL-HSP-001,354809100000455,404000000515735,Airtel,31.1050,75.7040
+91800010849,+91850008729,2025-09-05 04:19:22,1940,IN,JIO-CHD-005,354809104512345,404000000238570,VI,30.7050,76.7450
+91700005168,+91980010398,2025-09-05 02:13:33,0,IN,JIO-CHD-003,354809100000042,404000000048514,JIO,30.7510,76.8010
+91980006818,+91700005168,2025-09-05 04:29:03,56,OUT,JIO-LDH-001,354809100000399,404000000452383,JIO,30.8890,75.8210
+91700005350,+91990005283,2025-09-05 18:12:19,420,SMS,JIO-CHD-003,354809100000049,404000000056433,JIO,30.7510,76.8010
+91800008226,+91700005350,2025-09-05 04:48:09,34,IN,JIO-CHD-005,354809100000189,404000000214813,JIO,30.7050,76.7450
+91700010526,+91700005168,2025-09-05 17:56:35,52,SMS,JIO-CHD-004,354809100000098,404000000111866,JIO,30.7190,76.7620
+91800009044,+91980003026,2025-09-05 10:03:20,81,OUT,BSNL-HSP-001,354809100000196,404000000222732,JIO,31.1050,75.7040
+91700003130,+91850010197,2025-09-05 17:06:10,59,IN,BSNL-HSP-001,354809100000028,404000000032676,VI,31.1050,75.7040
+91800008226,+91990000801,2025-09-05 15:44:31,14,OUT,JIO-CHD-HOME,354809100000189,404000000214813,JIO,30.7280,76.7750
+91700003099,+91850006068,2025-09-05 05:11:54,92,SMS,JIO-CHD-005,354809100000021,404000000024757,JIO,30.7050,76.7450
+91850008729,+91990003057,2025-09-05 05:08:04,66,OUT,JIO-CHD-002,354809100000301,404000000341517,Airtel,30.7420,76.7880
+91990005106,+91700009927,2025-09-05 13:16:18,27,IN,JIO-CHD-006,354809100000490,404000000555330,JIO,30.6940,76.7270
+91700010834,+91990005690,2025-09-05 20:57:30,81,SMS,JIO-PTK-001,354809104519999,404000000119785,JIO,31.3260,75.5760
+91990005690,+91980010429,2025-09-05 22:32:08,81,OUT,JIO-CHD-002,354809100000504,404000000571168,JIO,30.7420,76.7880
+91850004460,+91850000697,2025-09-05 10:21:51,466,OUT,JIO-CHD-006,354809100000259,404000000294003,JIO,30.6940,76.7270
+91980007176,+91980005802,2025-09-05 12:26:51,75,OUT,JIO-CHD-001,354809100000406,404000000460302,JIO,30.7333,76.7794
+91700008195,+91700009927,2025-09-05 17:14:11,104,IN,JIO-CHD-001,354809100000077,404000000088109,BSNL,30.7333,76.7794
+91800006689,+91990008835,2025-09-05 02:21:50,11,SMS,JIO-CHD-MEET,354809100000168,404000000191056,JIO,30.7380,76.7830
+91700003130,+91850009946,2025-09-05 08:39:55,95,IN,JIO-CHD-005,354809100000028,404000000032676,VI,30.7050,76.7450
+91980006818,+91990001551,2025-09-06 00:37:54,320,IN,JIO-LDH-001,354809100000399,404000000452383,JIO,30.8890,75.8210
+91800007370,+91980007956,2025-09-05 23:41:16,14,IN,JIO-PHR-001,354809100000182,404000000206894,JIO,31.0150,75.3480
+91980010429,+91700001883,2025-09-05 01:57:13,1877,SMS,JIO-CHD-002,354809100000441,404000000499897,JIO,30.7420,76.7880
+91700005350,+91980001661,2025-09-05 13:32:14,115,OUT,VI-PTA-001,354809100000049,404000000056433,JIO,30.3750,76.7820
+91800004739,+91990003057,2025-09-05 20:09:22,90,OUT,JIO-CHD-006,354809100000147,404000000167299,JIO,30.6940,76.7270
+91850011508,+91980010429,2025-09-05 07:30:28,115,SMS,JIO-CHD-002,354809100000329,404000000373193,Airtel,30.7420,76.7880
+91800009044,+91990007475,2025-09-05 15:28:20,82,OUT,Airtel-AMB-001,354809100000196,404000000222732,JIO,30.5200,76.6600
+91990008835,+91850009504,2025-09-06 00:47:12,63,IN,Airtel-AMB-001,354809100000532,404000000602844,JIO,30.5200,76.6600
+91990003043,+91990009579,2025-09-05 01:57:30,115,OUT,JIO-PTK-001,354809100000469,404000000531573,JIO,31.3260,75.5760
+91700008195,+91980010398,2025-09-05 22:12:07,35,SMS,BSNL-JAL-001,354809100000077,404000000088109,BSNL,30.9530,75.5730
+91990005283,+91800005262,2025-09-05 16:32:17,109,IN,JIO-PHR-001,354809100000497,404000000563249,BSNL,31.0150,75.3480
+91850006289,+91700005350,2025-09-05 08:20:51,269,SMS,JIO-CHD-002,354809100000280,404000000317760,BSNL,30.7420,76.7880
+91800009709,+91800002085,2025-09-05 02:34:42,48,SMS,JIO-CHD-005,354809100000203,404000000230651,BSNL,30.7050,76.7450
+91800006689,+91700001883,2025-09-05 03:09:15,54,IN,JIO-CHD-002,354809100000168,404000000191056,JIO,30.7420,76.7880
+91850011508,+91700001246,2025-09-05 06:04:45,25,IN,JIO-CHD-MEET,354809100000329,404000000373193,Airtel,30.7380,76.7830
+91800005262,+91700010834,2025-09-05 03:50:09,69,IN,VI-PTA-001,354809100000161,404000000183137,JIO,30.3750,76.7820
+91700005350,+91800000604,2025-09-05 07:04:25,62,OUT,BSNL-HSP-001,354809100000049,404000000056433,JIO,31.1050,75.7040
+91800004861,+91800010977,2025-09-05 15:52:29,45,OUT,JIO-PTK-001,354809100000154,404000000175218,BSNL,31.3260,75.5760
+91980008641,+91990007475,2025-09-05 15:14:51,47,OUT,Airtel-LDH-002,354809100000420,404000000476140,Airtel,30.9250,75.8640
+91990001551,+91700010526,2025-09-05 14:55:55,90,IN,JIO-CHD-004,354809100000455,404000000515735,Airtel,30.7190,76.7620
+91700009927,+91800009709,2025-09-05 10:05:11,0,SMS,JIO-PHR-001,354809100000091,404000000103947,Airtel,31.0150,75.3480
+91700001246,+91850001457,2025-09-05 09:23:16,238,OUT,BSNL-HSP-001,354809100000007,404000000008919,VI,31.1050,75.7040
+91990009579,+91800009044,2025-09-05 07:42:47,62,OUT,JIO-CHD-006,354809100000539,404000000610763,Airtel,30.6940,76.7270
+91700003099,+91800002599,2025-09-06 01:33:31,92,SMS,Airtel-AMB-001,354809100000021,404000000024757,JIO,30.5200,76.6600
+91980001895,+91850005482,2025-09-05 12:53:31,317,SMS,JIO-CHD-003,354809100000350,404000000396950,JIO,30.7510,76.8010
+91850006289,+91850008729,2025-09-05 16:58:35,56,OUT,JIO-CHD-005,354809100000280,404000000317760,BSNL,30.7050,76.7450
+91850008066,+91990006728,2025-09-05 23:46:11,53,OUT,JIO-CHD-005,354809100000294,404000000333598,BSNL,30.7050,76.7450
+91800002085,+91850002311,2025-09-05 23:59:14,42,IN,JIO-CHD-MEET,354809100000119,404000000135623,JIO,30.7380,76.7830
+91980001661,+91850001457,2025-09-05 08:06:37,394,IN,JIO-CHD-005,354809100000343,404000000389031,JIO,30.7050,76.7450
+91980004860,+91980005802,2025-09-05 11:15:38,6,OUT,JIO-CHD-001,354809100000378,404000000428626,JIO,30.7333,76.7794
+91700003099,+91980006818,2025-09-05 08:36:13,116,IN,BSNL-JAL-001,354809100000021,404000000024757,JIO,30.9530,75.5730
+91980006818,+91850011508,2025-09-06 00:33:45,41,IN,Airtel-AMB-001,354809100000399,404000000452383,JIO,30.5200,76.6600
+91800010849,+91990008835,2025-09-05 10:02:04,9,IN,Airtel-LDH-002,354809100000210,404000000238570,VI,30.9250,75.8640
+91980008641,+91990009579,2025-09-05 14:20:31,88,IN,JIO-PTK-001,354809100000420,404000000476140,Airtel,31.3260,75.5760
+91800010849,+91700005168,2025-09-05 09:25:19,319,IN,JIO-CHD-003,354809100000210,404000000238570,VI,30.7510,76.8010
+91850002678,+91700000306,2025-09-05 21:02:15,371,OUT,Airtel-AMB-001,354809104519999,404000000278165,Airtel,30.5200,76.6600
+91990001551,+91800010849,2025-09-05 18:46:48,385,OUT,JIO-PHR-001,354809100000455,404000000515735,Airtel,31.0150,75.3480
+91800003986,+91800009044,2025-09-05 03:38:44,27,OUT,JIO-PHR-001,354809104512345,404000000159380,JIO,31.0150,75.3480
+91990010724,+91980005647,2025-09-05 03:17:26,107,SMS,JIO-CHD-001,354809100000553,404000000626601,Airtel,30.7333,76.7794
+91850000697,+91850004460,2025-09-06 01:20:39,22,IN,JIO-PTK-001,354809100000224,404000000254408,JIO,31.3260,75.5760
+91800006689,+91850001457,2025-09-06 01:43:38,64,SMS,JIO-CHD-MEET,354809100000168,404000000191056,JIO,30.7380,76.7830
+91800005262,+91700005350,2025-09-05 07:43:17,37,OUT,VI-PTA-001,354809100000161,404000000183137,JIO,30.3750,76.7820
+91850008066,+91800004861,2025-09-05 08:53:19,198,IN,BSNL-JAL-001,354809100000294,404000000333598,BSNL,30.9530,75.5730
+91990008369,+91980010429,2025-09-05 17:00:31,48,IN,JIO-CHD-006,354809100000525,404000000594925,VI,30.6940,76.7270
+91850003325,+91990010724,2025-09-05 03:58:08,102,OUT,BSNL-JAL-001,354809100000252,404000000286084,JIO,30.9530,75.5730
+91990003043,+91700010526,2025-09-05 20:37:23,28,OUT,JIO-CHD-004,354809100000469,404000000531573,JIO,30.7190,76.7620
+91800006689,+91990007475,2025-09-05 02:53:14,92,SMS,Airtel-AMB-001,354809100000168,404000000191056,JIO,30.5200,76.6600
+91850006068,+91980006818,2025-09-05 23:54:22,1696,IN,Airtel-AMB-001,354809100000273,404000000309841,JIO,30.5200,76.6600
+91850008066,+91700005168,2025-09-05 20:59:26,75,OUT,VI-PTA-001,354809100000294,404000000333598,BSNL,30.3750,76.7820
+91850004460,+91850006289,2025-09-05 20:49:56,33,SMS,BSNL-JAL-001,354809100000259,404000000294003,JIO,30.9530,75.5730
+91700006802,+91850003325,2025-09-05 09:52:25,178,IN,JIO-PTK-001,354809100000063,404000000072271,Airtel,31.3260,75.5760
+91850009946,+91850010197,2025-09-05 03:46:58,596,OUT,JIO-PTK-001,354809100000315,404000000357355,JIO,31.3260,75.5760
+91700008195,+91850008729,2025-09-05 09:02:29,10,IN,JIO-CHD-001,354809100000077,404000000088109,BSNL,30.7333,76.7794
+91800000604,+91700005168,2025-09-05 15:07:21,1174,OUT,JIO-LDH-001,354809100000112,404000000127704,VI,30.8890,75.8210
+91800000604,+91990008369,2025-09-05 07:48:50,38,IN,JIO-PHR-001,354809100000112,404000000127704,VI,31.0150,75.3480
+91850009946,+91850006926,2025-09-05 01:57:24,119,OUT,JIO-CHD-002,354809100000315,404000000357355,JIO,30.7420,76.7880
+91990005283,+91990002040,2025-09-05 21:33:17,108,IN,JIO-CHD-001,354809100000497,404000000563249,BSNL,30.7333,76.7794
+91800009044,+91850011508,2025-09-05 02:08:28,31,IN,JIO-CHD-001,354809100000196,404000000222732,JIO,30.7333,76.7794
+91990007475,+91700005350,2025-09-05 20:02:46,166,OUT,Airtel-AMB-001,354809100000518,404000000587006,Airtel,30.5200,76.6600
+91980001895,+91850008066,2025-09-05 06:17:41,1218,OUT,JIO-CHD-002,354809100000350,404000000396950,JIO,30.7420,76.7880
+91980006818,+91850009504,2025-09-05 04:23:00,582,OUT,JIO-LDH-001,354809100000399,404000000452383,JIO,30.8890,75.8210
+91800007370,+91850000697,2025-09-05 05:16:31,116,OUT,JIO-CHD-003,354809100000182,404000000206894,JIO,30.7510,76.8010
+91700003938,+91980006818,2025-09-05 20:50:43,63,OUT,JIO-PHR-001,354809104519999,404000000040595,JIO,31.0150,75.3480
+91850005482,+91850001457,2025-09-06 00:02:16,88,OUT,BSNL-JAL-001,354809100000266,404000000301922,Airtel,30.9530,75.5730
+91980006818,+91990010724,2025-09-05 23:44:23,114,OUT,JIO-PTK-001,354809100000399,404000000452383,JIO,31.3260,75.5760
+91990010724,+91700003099,2025-09-05 17:06:28,473,IN,Airtel-AMB-001,354809100000553,404000000626601,Airtel,30.5200,76.6600
+91990005106,+91850000697,2025-09-05 21:05:54,52,OUT,BSNL-HSP-001,354809100000490,404000000555330,JIO,31.1050,75.7040
+91980005647,+91980010398,2025-09-05 19:38:08,67,OUT,Airtel-LDH-001,354809100000385,404000000436545,Airtel,30.9120,75.8530
+91980003026,+91990005690,2025-09-05 22:26:33,14,IN,Airtel-LDH-002,354809100000364,404000000412788,Airtel,30.9250,75.8640
+91850009946,+91800002599,2025-09-05 10:45:23,658,IN,JIO-CHD-004,354809100000315,404000000357355,JIO,30.7190,76.7620
+91800010849,+91800009044,2025-09-05 23:27:39,18,OUT,BSNL-HSP-001,354809104512345,404000000238570,VI,31.1050,75.7040
+91980006818,+91700006802,2025-09-05 21:45:38,25,OUT,JIO-CHD-MEET,354809100000399,404000000452383,JIO,30.7380,76.7830
+91850002678,+91990010724,2025-09-05 23:40:39,66,IN,JIO-CHD-001,354809104519999,404000000278165,Airtel,30.7333,76.7794
+91850009946,+91700001883,2025-09-05 22:28:57,1338,SMS,JIO-CHD-MEET,354809100000315,404000000357355,JIO,30.7380,76.7830
+91800009709,+91980003026,2025-09-05 13:11:50,32,SMS,BSNL-JAL-001,354809100000203,404000000230651,BSNL,30.9530,75.5730
+91990006728,+91990001551,2025-09-05 18:32:58,1091,OUT,Airtel-AMB-001,354809100000511,404000000579087,JIO,30.5200,76.6600
+91980009677,+91990002040,2025-09-05 12:03:26,85,IN,JIO-PTK-001,354809100000427,404000000484059,BSNL,31.3260,75.5760
+91800010849,+91700003938,2025-09-05 07:36:15,63,OUT,JIO-LDH-001,354809104512345,404000000238570,VI,30.8890,75.8210
+91990007475,+91990003649,2025-09-05 11:12:18,22,OUT,JIO-CHD-002,354809100000518,404000000587006,Airtel,30.7420,76.7880
+91850011508,+91990003057,2025-09-05 23:33:37,87,SMS,JIO-CHD-003,354809100000329,404000000373193,Airtel,30.7510,76.8010
+91700005168,+91990008369,2025-09-05 18:20:33,110,OUT,JIO-LDH-001,354809100000042,404000000048514,JIO,30.8890,75.8210
+91980003026,+91850009946,2025-09-05 13:04:42,182,OUT,JIO-PHR-001,354809100000364,404000000412788,Airtel,31.0150,75.3480
+91800003431,+91990003057,2025-09-05 16:36:41,104,OUT,Airtel-LDH-002,354809100000133,404000000151461,JIO,30.9250,75.8640
+91850010197,+91980007956,2025-09-05 03:52:54,404,IN,JIO-CHD-004,354809100000322,404000000365274,BSNL,30.7190,76.7620
+91980007176,+91980005647,2025-09-05 10:22:42,104,OUT,JIO-LDH-001,354809100000406,404000000460302,JIO,30.8890,75.8210
+91990003057,+91700008714,2025-09-05 09:23:21,62,IN,JIO-CHD-001,354809100000476,404000000539492,Airtel,30.7333,76.7794
+91990008835,+91700007836,2025-09-05 10:13:54,114,IN,Airtel-AMB-001,354809100000532,404000000602844,JIO,30.5200,76.6600
+91980005802,+91990006728,2025-09-05 17:48:54,54,OUT,BSNL-HSP-001,354809100000392,404000000444464,JIO,31.1050,75.7040
+91700009927,+91800008226,2025-09-06 00:58:28,30,OUT,JIO-CHD-002,354809100000091,404000000103947,Airtel,30.7420,76.7880
+91980002950,+91990008835,2025-09-05 15:45:00,31,OUT,Airtel-LDH-001,354809100000357,404000000404869,Airtel,30.9120,75.8530
+91700005168,+91800002599,2025-09-06 00:07:08,353,OUT,Airtel-LDH-001,354809100000042,404000000048514,JIO,30.9120,75.8530
+91850010197,+91700001883,2025-09-06 01:24:15,11,OUT,Airtel-LDH-001,354809100000322,404000000365274,BSNL,30.9120,75.8530
+91800005262,+91800006689,2025-09-05 11:53:14,31,OUT,JIO-CHD-MEET,354809100000161,404000000183137,JIO,30.7380,76.7830
+91800004739,+91700003099,2025-09-05 05:32:22,90,SMS,JIO-CHD-005,354809100000147,404000000167299,JIO,30.7050,76.7450
+91800009709,+91990003043,2025-09-06 00:55:26,95,OUT,Airtel-LDH-001,354809100000203,404000000230651,BSNL,30.9120,75.8530
+91980007176,+91700001246,2025-09-05 06:12:22,252,OUT,VI-PTA-001,354809100000406,404000000460302,JIO,30.3750,76.7820
+91800005262,+91980005647,2025-09-05 09:52:16,26,OUT,JIO-CHD-006,354809100000161,404000000183137,JIO,30.6940,76.7270
+91700006802,+91980001895,2025-09-05 22:17:51,85,IN,Airtel-LDH-001,354809100000063,404000000072271,Airtel,30.9120,75.8530
+91990008369,+91700006802,2025-09-05 19:31:01,58,OUT,BSNL-HSP-001,354809100000525,404000000594925,VI,31.1050,75.7040
+91800008226,+91990005690,2025-09-05 09:44:18,7,OUT,JIO-CHD-HOME,354809100000189,404000000214813,JIO,30.7280,76.7750
+91980007956,+91990005690,2025-09-05 08:32:50,46,OUT,JIO-CHD-004,354809100000413,404000000468221,JIO,30.7190,76.7620
+91850011508,+91700006802,2025-09-05 08:41:37,195,OUT,VI-PTA-001,354809100000329,404000000373193,Airtel,30.3750,76.7820
+91980010429,+91800003986,2025-09-05 21:11:56,1251,IN,JIO-CHD-002,354809100000441,404000000499897,JIO,30.7420,76.7880
+91990007475,+91700008195,2025-09-05 02:07:20,132,SMS,JIO-CHD-001,354809100000518,404000000587006,Airtel,30.7333,76.7794
+91700008714,+91980010429,2025-09-05 07:55:38,132,IN,JIO-CHD-003,354809100000084,404000000096028,JIO,30.7510,76.8010
+91850008729,+91990010688,2025-09-05 15:21:50,38,IN,JIO-CHD-001,354809100000301,404000000341517,Airtel,30.7333,76.7794
+91850009504,+91980010398,2025-09-05 17:01:31,27,OUT,Airtel-LDH-001,354809100000308,404000000349436,VI,30.9120,75.8530
+91990002040,+91850009504,2025-09-05 04:18:39,59,IN,JIO-CHD-001,354809100000462,404000000523654,JIO,30.7333,76.7794
+91990008835,+91850006289,2025-09-05 06:05:25,28,OUT,VI-PTA-001,354809100000532,404000000602844,JIO,30.3750,76.7820
+91850009504,+91700010834,2025-09-05 19:56:06,72,IN,JIO-CHD-002,354809100000308,404000000349436,VI,30.7420,76.7880
+91980005802,+91700010834,2025-09-06 00:56:51,609,IN,JIO-LDH-001,354809100000392,404000000444464,JIO,30.8890,75.8210
+91980010429,+91700001246,2025-09-05 21:55:41,19,OUT,JIO-CHD-006,354809100000441,404000000499897,JIO,30.6940,76.7270
+91800004739,+91990010724,2025-09-05 05:22:18,59,IN,VI-PTA-001,354809100000147,404000000167299,JIO,30.3750,76.7820
+91800003431,+91700005168,2025-09-05 07:13:41,27,IN,JIO-CHD-001,354809100000133,404000000151461,JIO,30.7333,76.7794
+91850001457,+91800004861,2025-09-05 23:29:49,82,SMS,Airtel-LDH-001,354809100000231,404000000262327,JIO,30.9120,75.8530
+91700003099,+91850006289,2025-09-06 00:33:55,4,IN,JIO-CHD-006,354809100000021,404000000024757,JIO,30.6940,76.7270
+91700006802,+91800004861,2025-09-05 08:10:13,23,OUT,Airtel-LDH-001,354809100000063,404000000072271,Airtel,30.9120,75.8530
+91700003130,+91990009579,2025-09-05 11:40:27,286,IN,VI-PTA-001,354809100000028,404000000032676,VI,30.3750,76.7820
+91850008729,+91850009504,2025-09-05 16:30:05,1115,IN,Airtel-AMB-001,354809100000301,404000000341517,Airtel,30.5200,76.6600
+91990003649,+91990005283,2025-09-05 09:41:56,117,SMS,JIO-CHD-001,354809100000483,404000000547411,JIO,30.7333,76.7794
+91990007475,+91700008195,2025-09-05 12:57:34,91,OUT,Airtel-LDH-001,354809100000518,404000000587006,Airtel,30.9120,75.8530
+91800002599,+91980007956,2025-09-05 21:52:33,47,IN,BSNL-HSP-001,354809100000126,404000000143542,JIO,31.1050,75.7040
+91990005690,+91980002950,2025-09-05 23:22:02,17,OUT,Airtel-LDH-002,354809100000504,404000000571168,JIO,30.9250,75.8640
+91850008066,+91990003057,2025-09-05 08:53:56,46,IN,JIO-CHD-MEET,354809100000294,404000000333598,BSNL,30.7380,76.7830
+91990008369,+91850011508,2025-09-05 23:56:11,71,IN,JIO-CHD-004,354809100000525,404000000594925,VI,30.7190,76.7620
+91990003043,+91850004460,2025-09-05 18:37:22,101,IN,JIO-CHD-005,354809100000469,404000000531573,JIO,30.7050,76.7450
+91990003043,+91980007956,2025-09-05 11:33:45,32,IN,JIO-CHD-004,354809100000469,404000000531573,JIO,30.7190,76.7620
+91990002040,+91800000604,2025-09-05 08:56:43,7,SMS,JIO-PTK-001,354809100000462,404000000523654,JIO,31.3260,75.5760
+91980007956,+91990005283,2025-09-05 05:09:49,116,IN,JIO-CHD-001,354809100000413,404000000468221,JIO,30.7333,76.7794
+91990010688,+91800009709,2025-09-05 18:09:43,12,OUT,JIO-CHD-001,354809100000546,404000000618682,JIO,30.7333,76.7794
+91990005283,+91980000676,2025-09-06 00:30:24,1190,SMS,Airtel-LDH-001,354809100000497,404000000563249,BSNL,30.9120,75.8530
+91850000697,+91980001895,2025-09-05 16:49:12,97,IN,BSNL-HSP-001,354809100000224,404000000254408,JIO,31.1050,75.7040
+91800004861,+91850004460,2025-09-06 01:23:47,44,OUT,BSNL-JAL-001,354809100000154,404000000175218,BSNL,30.9530,75.5730
+91990002040,+91990005283,2025-09-05 11:07:00,327,IN,Airtel-LDH-002,354809100000462,404000000523654,JIO,30.9250,75.8640
+91850005482,+91700005350,2025-09-05 09:10:06,41,SMS,Airtel-LDH-002,354809100000266,404000000301922,Airtel,30.9250,75.8640
+91850008729,+91990008369,2025-09-05 21:21:52,100,OUT,Airtel-LDH-001,354809100000301,404000000341517,Airtel,30.9120,75.8530
+91800003431,+91980001661,2025-09-05 10:09:48,92,OUT,BSNL-JAL-001,354809100000133,404000000151461,JIO,30.9530,75.5730
+91990006728,+91850006289,2025-09-05 12:45:03,7,IN,BSNL-JAL-001,354809100000511,404000000579087,JIO,30.9530,75.5730
+91850006068,+91990007475,2025-09-05 18:44:56,54,OUT,JIO-CHD-002,354809100000273,404000000309841,JIO,30.7420,76.7880
+91980001661,+91800003986,2025-09-05 20:27:09,49,SMS,JIO-PTK-001,354809100000343,404000000389031,JIO,31.3260,75.5760
+91990000801,+91980007956,2025-09-05 09:39:48,350,SMS,JIO-CHD-003,354809100000448,404000000507816,JIO,30.7510,76.8010
+91990005283,+91990009579,2025-09-05 16:56:41,49,IN,JIO-PTK-001,354809100000497,404000000563249,BSNL,31.3260,75.5760
+91850010197,+91700009927,2025-09-05 12:47:23,622,IN,Airtel-AMB-001,354809100000322,404000000365274,BSNL,30.5200,76.6600
+91980008641,+91700000306,2025-09-06 00:22:11,61,OUT,JIO-PTK-001,354809100000420,404000000476140,Airtel,31.3260,75.5760
+91990002040,+91800006894,2025-09-05 22:35:06,52,IN,Airtel-AMB-001,354809100000462,404000000523654,JIO,30.5200,76.6600
